START_ID,END_ID,relation
1,314,了解
1,315,了解
4,341,了解
4,342,了解
4,343,了解
7,149,了解
7,176,了解
7,172,了解
7,106,了解
7,155,了解
7,111,了解
7,115,了解
7,140,了解
7,174,了解
7,203,了解
